dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1771228800,4,268.06,0.06,0.86,124.88,2.54,61.56,68.57,0.0
1771232400,4,267.92,0.06,0.75,128.25,2.45,65.27,72.2,0.0
1771236000,4,267.12,0.07,0.64,130.3,2.19,66.28,72.91,0.0
1771239600,4,264.28,0.06,0.67,128.39,1.87,62.85,68.95,0.0
1771243200,4,262.49,0.04,0.76,124.62,1.56,56.57,62.15,0.0
1771246800,3,262.24,0.01,0.87,120.62,1.28,49.05,54.17,0.0
1771250400,3,260.58,0.0,0.79,116.17,1.0,40.78,45.43,0.0
1771254000,3,257.34,0.0,0.64,112.46,0.77,33.17,37.37,0.0
1771257600,3,252.37,0.0,0.5,112.65,0.58,28.32,31.89,0.0
1771261200,3,251.28,0.0,0.44,111.52,0.48,25.83,29.07,0.0
1771264800,3,251.42,0.0,0.4,110.3,0.42,24.81,27.86,0.0
1771268400,3,251.11,0.0,0.4,108.44,0.39,24.5,27.57,0.0
1771272000,3,250.88,0.0,0.42,107.07,0.41,24.57,27.8,0.0
1771275600,3,250.49,0.0,0.44,106.38,0.44,24.54,27.87,0.0
1771279200,3,250.74,0.0,0.47,105.89,0.48,24.7,28.14,0.0
1771282800,3,250.78,0.0,0.47,105.15,0.51,25.18,28.73,0.0
1771286400,3,250.82,0.0,0.45,104.56,0.52,25.71,29.33,0.0
1771290000,3,249.75,0.0,0.4,103.66,0.49,25.85,29.34,0.0
1771293600,3,248.47,0.0,0.42,104.15,0.51,25.67,29.01,0.0
1771297200,3,248.05,0.01,0.49,105.48,0.61,25.96,29.37,0.0
1771300800,3,250.79,0.04,0.56,107.18,0.91,28.03,31.91,0.0
1771304400,3,255.62,0.06,0.6,109.63,1.23,32.01,36.57,0.0
1771308000,3,259.23,0.05,0.52,114.26,1.42,36.61,41.74,0.0
1771311600,3,257.76,0.04,0.37,117.47,1.37,38.39,43.35,0.0
1771315200,3,255.95,0.03,0.32,116.61,1.24,39.24,44.06,0.0
1771318800,3,255.03,0.03,0.32,115.46,1.18,40.36,45.15,0.0
1771322400,3,254.17,0.03,0.33,112.61,1.04,40.47,45.09,0.0
1771326000,3,251.97,0.03,0.36,108.59,0.9,39.85,44.24,0.0
1771329600,3,249.59,0.02,0.42,105.54,0.81,39.06,43.26,0.0
1771333200,3,248.16,0.01,0.5,102.98,0.74,38.43,42.52,0.0
1771336800,3,246.62,0.0,0.45,99.01,0.62,38.03,42.11,0.0
1771340400,3,245.78,0.0,0.37,95.57,0.47,38.91,43.04,0.0
1771344000,3,246.17,0.0,0.28,93.94,0.34,41.06,44.98,0.0
1771347600,3,246.22,0.0,0.26,92.75,0.28,42.85,46.62,0.0
1771351200,3,246.79,0.0,0.26,92.17,0.27,44.1,47.83,0.0
1771354800,3,246.91,0.0,0.29,92.07,0.45,44.31,47.83,0.0
1771358400,3,247.62,0.0,0.34,92.59,0.65,43.05,46.29,0.0
1771362000,3,247.46,0.0,0.38,94.24,0.76,40.39,43.45,0.0
1771365600,3,245.63,0.0,0.4,96.99,0.79,37.94,41.05,0.0
1771369200,3,244.26,0.0,0.4,100.46,0.79,36.89,40.25,0.0
1771372800,3,242.53,0.0,0.4,104.54,0.81,36.78,40.52,0.0
1771376400,3,240.44,0.0,0.37,108.92,0.79,37.31,41.44,0.0
1771380000,3,238.88,0.0,0.4,111.95,0.86,37.65,42.37,0.0
1771383600,3,237.5,0.01,0.48,113.31,0.9,37.85,43.18,0.0
1771387200,3,235.59,0.03,0.47,114.23,0.95,38.27,44.19,0.0
1771390800,3,233.7,0.03,0.44,115.15,1.02,38.98,45.55,0.0
1771394400,3,231.27,0.02,0.43,115.77,1.08,39.65,46.8,0.0
1771398000,3,229.07,0.02,0.4,115.27,1.05,39.87,47.21,0.0
1771401600,3,227.62,0.02,0.36,112.9,0.92,39.53,46.58,0.0
1771405200,3,227.57,0.02,0.32,109.64,0.77,39.11,45.59,0.0
1771408800,3,229.47,0.02,0.28,105.48,0.6,39.3,45.01,0.0
1771412400,3,232.78,0.02,0.26,100.96,0.46,39.94,44.83,0.0
1771416000,3,236.61,0.01,0.27,97.43,0.36,40.62,44.77,0.0
1771419600,3,241.76,0.0,0.3,95.22,0.29,41.35,45.0,0.0
1771423200,3,246.16,0.0,0.3,92.97,0.26,42.22,45.66,0.0
1771426800,3,249.67,0.0,0.28,91.03,0.25,43.2,46.67,0.0
1771430400,3,251.48,0.0,0.27,89.4,0.24,44.06,47.68,0.0
1771434000,3,252.61,0.0,0.27,88.61,0.25,44.71,48.35,0.0
1771437600,3,253.22,0.0,0.27,88.56,0.27,45.34,49.02,0.0
1771441200,3,253.94,0.0,0.29,88.93,0.36,45.98,49.72,0.0
1771444800,3,255.12,0.0,0.31,89.86,0.49,46.24,49.95,0.0
1771448400,3,256.66,0.0,0.32,90.87,0.61,45.7,49.17,0.0
1771452000,3,256.8,0.0,0.33,92.43,0.6,44.35,47.58,0.0
1771455600,3,257.99,0.0,0.34,95.13,0.57,43.1,46.21,0.0
1771459200,3,260.42,0.0,0.34,97.75,0.57,42.44,45.53,0.0
1771462800,3,265.8,0.0,0.37,99.98,0.67,42.4,45.47,0.0
1771466400,3,273.8,0.0,0.5,100.83,0.94,43.5,46.77,0.0
1771470000,3,283.93,0.01,0.79,101.0,1.4,46.0,49.85,0.0
1771473600,3,292.21,0.06,1.12,99.95,1.98,49.28,54.33,0.0
1771477200,4,296.53,0.11,1.25,102.8,2.61,53.19,59.87,0.0
1771480800,4,298.02,0.11,1.05,110.77,3.14,58.06,66.36,0.0
1771484400,4,297.52,0.09,0.83,119.91,3.42,63.98,73.53,0.0
1771488000,4,297.51,0.08,0.72,124.95,3.43,69.59,79.84,0.0
1771491600,4,295.74,0.07,0.68,128.4,3.24,73.62,83.96,0.0
1771495200,5,292.62,0.07,0.67,129.91,2.92,75.31,85.38,0.0
1771498800,5,292.87,0.06,0.73,130.38,2.66,76.62,86.9,0.0
1771502400,5,294.34,0.05,0.89,131.91,2.65,77.89,89.07,0.0
1771506000,5,297.23,0.01,1.12,133.52,2.75,79.56,92.06,0.0
1771509600,5,297.34,0.0,1.07,132.67,2.76,80.87,94.02,0.0
1771513200,5,295.35,0.0,0.96,132.57,2.74,81.66,94.63,0.0
1771516800,5,290.93,0.0,0.87,133.38,2.8,81.23,93.38,0.0
1771520400,5,288.97,0.0,0.82,132.84,2.78,81.35,93.43,0.0
1771524000,5,288.41,0.0,0.77,131.85,2.72,81.35,93.38,0.0
1771527600,5,278.66,0.0,0.65,128.88,2.41,75.22,86.08,0.0
1771531200,4,267.78,0.0,0.59,124.21,2.07,66.17,75.61,0.0
1771534800,4,264.95,0.0,0.58,121.57,1.9,60.93,69.59,0.0
1771538400,4,265.68,0.0,0.57,120.61,1.81,58.76,67.09,0.0
1771542000,4,266.47,0.0,0.56,120.88,1.76,59.92,68.41,0.0
1771545600,4,267.61,0.0,0.53,121.0,1.72,61.46,70.15,0.0
1771549200,4,268.88,0.0,0.51,120.49,1.65,60.74,68.92,0.0
1771552800,4,269.22,0.0,0.5,119.52,1.49,58.74,66.04,0.0
1771556400,4,270.62,0.0,0.53,118.77,1.36,58.43,65.22,0.0
1771560000,4,272.46,0.02,0.51,117.97,1.33,59.97,66.95,0.0
1771563600,4,277.71,0.03,0.47,118.57,1.45,63.25,70.89,0.0
1771567200,4,282.08,0.04,0.41,119.54,1.56,65.81,73.94,0.0
1771570800,4,284.82,0.04,0.37,119.96,1.57,67.71,76.13,0.0
1771574400,4,285.56,0.04,0.36,118.93,1.51,68.86,77.37,0.03
1771578000,4,285.26,0.04,0.36,117.9,1.43,69.02,77.43,0.06
1771581600,4,284.63,0.04,0.38,116.74,1.3,68.44,76.68,0.08
1771585200,4,281.57,0.04,0.42,115.88,1.14,67.66,75.8,0.08
1771588800,4,278.87,0.03,0.5,114.88,1.01,66.54,74.61,0.07
1771592400,4,278.12,0.0,0.61,114.11,0.92,65.08,73.09,0.05
1771596000,4,276.89,0.0,0.61,113.13,0.87,62.57,70.25,0.03
1771599600,4,276.71,0.0,0.58,112.6,0.85,59.46,66.66,0.03
1771603200,4,276.15,0.0,0.57,111.91,0.85,56.03,62.83,0.03
1771606800,4,276.27,0.0,0.57,111.66,0.89,52.89,59.47,0.02
1771610400,4,276.03,0.0,0.58,111.03,0.95,50.51,56.94,0.02
1771614000,3,274.35,0.0,0.6,110.45,1.14,46.86,52.54,0.01
1771617600,3,273.84,0.0,0.6,110.01,1.19,43.04,47.87,0.0
1771621200,3,274.2,0.0,0.59,109.94,1.13,41.45,45.64,0.0
1771624800,3,275.19,0.0,0.55,110.89,1.11,41.43,45.09,0.0
1771628400,3,276.62,0.0,0.5,112.24,1.05,42.13,45.44,0.0
1771632000,3,276.82,0.0,0.46,113.6,0.99,42.88,45.99,0.0
1771635600,3,273.79,0.0,0.42,113.88,0.92,44.22,47.38,0.0
1771639200,3,271.38,0.0,0.43,113.67,0.9,46.17,49.6,0.0
1771642800,3,269.31,0.01,0.47,113.0,0.87,47.45,51.13,0.0
1771646400,3,265.2,0.03,0.39,111.77,0.82,47.95,51.89,0.0
1771650000,3,260.82,0.03,0.27,110.27,0.76,48.55,52.92,0.0
1771653600,3,253.99,0.02,0.2,107.72,0.7,49.15,54.06,0.0
1771657200,3,244.88,0.02,0.18,103.22,0.65,49.66,55.34,0.0
1771660800,3,235.46,0.02,0.19,97.9,0.61,49.89,56.43,0.0
1771664400,3,226.77,0.02,0.21,93.81,0.61,49.79,57.07,0.0
1771668000,3,220.7,0.02,0.26,91.81,0.65,49.37,57.24,0.0
1771671600,3,216.53,0.01,0.35,90.63,0.69,47.61,55.66,0.0
1771675200,3,214.81,0.0,0.45,90.34,0.73,45.02,52.98,0.0
1771678800,3,214.63,0.0,0.49,91.46,0.79,41.79,48.6,0.0
1771682400,3,214.26,0.0,0.5,91.38,0.85,39.41,45.42,0.0
1771686000,3,212.83,0.0,0.5,91.66,0.89,37.79,43.17,0.0
1771689600,3,212.12,0.0,0.45,92.64,0.87,35.64,39.6,0.0
1771693200,3,213.19,0.0,0.45,92.87,0.83,33.3,36.31,0.0
1771696800,3,214.09,0.0,0.5,92.89,0.84,32.65,35.09,0.0
1771700400,3,214.35,0.0,0.59,91.64,0.89,32.72,34.73,0.0
1771704000,3,218.19,0.0,0.72,90.34,0.97,33.33,35.08,0.0
1771707600,3,225.02,0.0,0.84,89.42,1.02,33.92,35.47,0.0
1771711200,3,230.36,0.0,0.87,89.98,0.99,34.6,35.98,0.0
1771714800,3,229.09,0.0,0.82,90.04,0.93,34.67,36.14,0.0
1771718400,3,223.43,0.0,0.71,90.11,0.81,33.72,35.24,0.0
1771894800,3,182.54,0.0,0.27,77.11,0.37,26.29,27.62,0.0
1771898400,3,183.93,0.0,0.35,76.87,0.55,25.89,27.25,0.05
1771902000,3,187.96,0.01,0.48,77.47,0.75,25.74,27.26,0.1
1771905600,3,195.18,0.03,0.66,77.61,1.05,25.62,27.46,0.17
1771909200,3,209.79,0.07,0.76,79.05,1.36,25.76,27.81,0.24
1771912800,3,224.76,0.09,0.64,83.43,1.56,26.5,28.53,0.23
1771916400,3,231.25,0.07,0.46,87.5,1.55,27.9,29.75,0.14
1771920000,3,234.71,0.06,0.41,89.98,1.53,29.67,31.52,0.09
1771923600,3,236.22,0.05,0.4,91.85,1.49,31.04,32.88,0.04
1771927200,3,234.73,0.05,0.4,92.42,1.37,31.48,33.27,0.01
1771930800,3,227.27,0.05,0.41,90.05,1.14,30.6,32.29,0.0
1771934400,3,217.71,0.04,0.44,86.11,0.87,28.86,30.42,0.0
1771938000,3,207.9,0.01,0.44,82.43,0.58,26.38,27.66,0.0
1771941600,2,202.89,0.0,0.4,79.76,0.44,24.66,25.85,0.0
1771945200,2,199.29,0.0,0.34,77.99,0.35,23.31,24.44,0.0
1771948800,2,197.79,0.0,0.3,77.19,0.29,21.65,22.68,0.0
1771952400,2,198.05,0.0,0.28,77.3,0.24,19.85,20.81,0.0
1771956000,2,197.26,0.0,0.28,76.88,0.23,18.95,19.9,0.0
1771959600,2,194.65,0.0,0.33,75.08,0.26,19.07,20.16,0.0
1771963200,2,192.84,0.0,0.42,73.69,0.34,19.46,20.73,0.0
1771966800,2,191.2,0.0,0.49,73.88,0.42,19.44,20.82,0.0
1771970400,2,190.62,0.0,0.53,74.3,0.51,19.36,20.78,0.0
1771974000,2,193.22,0.0,0.58,74.21,0.59,19.45,20.87,0.0
1771977600,2,197.57,0.0,0.61,73.82,0.63,19.51,20.89,0.0
1771981200,2,201.85,0.0,0.53,74.2,0.57,19.38,20.6,0.0
1771984800,2,203.41,0.0,0.52,73.71,0.54,19.35,20.5,0.0
1771988400,2,204.28,0.01,0.54,73.51,0.5,19.75,20.83,0.0
1771992000,2,204.92,0.01,0.52,73.78,0.5,20.39,21.4,0.0
1771995600,2,207.64,0.02,0.56,74.13,0.56,21.18,22.22,0.0
1771999200,2,211.23,0.03,0.58,74.86,0.64,21.96,23.03,0.0
1772002800,2,213.92,0.04,0.46,76.72,0.68,23.04,24.12,0.0
1772006400,2,211.84,0.02,0.45,76.68,0.65,23.64,24.73,0.0
1772010000,2,207.48,0.02,0.45,75.66,0.58,23.89,25.01,0.0
1772013600,2,202.82,0.02,0.39,74.13,0.48,24.55,25.77,0.0
1772017200,3,199.79,0.03,0.3,71.79,0.36,26.3,27.74,0.0
1772020800,3,201.49,0.02,0.27,70.51,0.27,29.52,31.24,0.0
1772024400,3,210.18,0.01,0.26,71.09,0.19,33.73,35.43,0.0
1772028000,3,219.73,0.0,0.27,71.71,0.18,37.08,38.89,0.0
1772031600,3,228.75,0.0,0.28,72.57,0.18,39.94,41.87,0.0
1772035200,3,235.51,0.0,0.28,73.8,0.19,41.81,43.86,0.0
1772038800,3,240.17,0.0,0.27,74.81,0.19,43.5,45.73,0.0
1772042400,3,242.2,0.0,0.27,75.82,0.2,45.6,48.1,0.0
1772046000,3,241.19,0.0,0.26,76.74,0.2,47.71,50.52,0.0
1772049600,3,238.55,0.0,0.25,77.71,0.2,48.42,51.5,0.0
1772053200,3,235.03,0.0,0.24,78.76,0.21,47.92,51.22,0.0
1772056800,3,231.16,0.0,0.22,80.11,0.21,46.22,49.63,0.0
1772060400,3,226.93,0.0,0.22,81.39,0.22,44.0,47.47,0.0
1772064000,3,223.94,0.0,0.22,82.06,0.24,42.54,46.03,0.0
1772067600,3,222.27,0.0,0.24,82.62,0.27,41.9,45.5,0.0
1772071200,3,222.28,0.0,0.28,82.54,0.33,42.17,45.95,0.0
1772074800,3,223.16,0.02,0.34,82.3,0.4,42.71,46.67,0.0
1772078400,3,225.49,0.04,0.34,82.09,0.52,43.31,47.39,0.0
1772082000,3,229.78,0.05,0.33,83.41,0.67,44.25,48.48,0.0
1772085600,3,234.24,0.04,0.31,86.0,0.8,45.5,49.84,0.0
1772089200,3,239.83,0.05,0.32,88.86,0.91,47.18,51.68,0.0
1772092800,3,244.96,0.05,0.35,91.45,1.0,49.06,53.81,0.0
1772096400,4,247.62,0.05,0.37,94.34,1.03,50.61,55.61,0.0
1772100000,4,246.65,0.05,0.38,96.79,0.97,51.42,56.75,0.0
1772103600,4,242.95,0.04,0.41,97.15,0.84,51.86,57.68,0.0
1772107200,4,238.9,0.03,0.48,96.62,0.7,53.0,59.42,0.0
1772110800,4,235.93,0.01,0.51,96.02,0.58,55.24,62.0,0.0
1772114400,4,236.47,0.0,0.48,95.88,0.52,58.22,65.44,0.0
1772118000,4,239.12,0.0,0.45,96.86,0.51,61.26,68.82,0.0
1772121600,4,242.4,0.0,0.43,98.26,0.54,63.65,71.21,0.0
1772125200,4,245.1,0.0,0.41,99.87,0.58,65.61,73.23,0.0
1772128800,4,245.34,0.0,0.4,100.72,0.62,66.81,74.73,0.0
1772132400,4,242.18,0.0,0.41,99.66,0.64,66.82,75.34,0.0
1772136000,4,237.18,0.0,0.43,97.82,0.66,65.81,74.91,0.0
1772139600,4,231.66,0.0,0.44,96.44,0.69,64.1,73.53,0.0
1772143200,4,222.95,0.0,0.43,94.87,0.68,61.08,70.79,0.0
1772146800,4,210.31,0.0,0.4,91.86,0.62,56.14,65.89,0.0
1772150400,3,195.56,0.0,0.37,89.3,0.56,49.85,59.2,0.0
1772154000,3,180.19,0.0,0.27,87.52,0.46,42.8,51.46,0.0
1772157600,3,167.03,0.0,0.25,83.83,0.4,36.38,44.64,0.0
1772161200,3,154.04,0.01,0.24,79.76,0.35,30.07,37.84,0.0
1772164800,2,144.89,0.02,0.2,76.51,0.31,24.54,31.52,0.0
1772168400,2,139.04,0.02,0.17,74.0,0.28,20.6,26.98,0.0
1772172000,2,133.2,0.02,0.15,70.74,0.28,17.92,24.02,0.0
1772175600,2,128.46,0.02,0.14,67.61,0.28,15.74,21.88,0.01
1772179200,2,125.53,0.02,0.13,64.99,0.28,14.29,20.6,0.02
1772182800,2,124.43,0.02,0.13,63.05,0.29,13.66,20.3,0.03
1772186400,2,123.36,0.02,0.13,61.73,0.29,12.87,19.74,0.05
1772190000,2,122.15,0.02,0.14,61.46,0.27,11.74,18.54,0.06
1772193600,2,120.59,0.02,0.17,61.79,0.26,10.71,17.45,0.06
1772197200,2,118.42,0.0,0.22,61.87,0.26,9.92,16.7,0.07
1772200800,2,115.62,0.0,0.25,61.46,0.27,9.39,16.42,0.06
1772204400,2,112.82,0.0,0.26,61.95,0.28,8.87,15.96,0.06
1772208000,2,110.34,0.0,0.27,62.8,0.28,8.41,15.41,0.06
1772211600,2,108.53,0.0,0.27,64.46,0.28,8.02,14.8,0.06
1772215200,2,106.8,0.0,0.27,65.89,0.28,7.68,14.21,0.06
1772218800,2,105.23,0.0,0.26,66.94,0.28,7.45,13.87,0.06
1772222400,2,104.08,0.0,0.26,67.3,0.27,7.4,13.86,0.05
1772226000,2,103.53,0.0,0.26,67.21,0.27,7.48,14.08,0.05
1772229600,2,103.11,0.0,0.26,66.99,0.27,7.64,14.46,0.05
1772233200,2,102.97,0.0,0.25,66.57,0.26,7.83,14.89,0.05
1772236800,2,102.92,0.0,0.25,66.14,0.26,8.05,15.37,0.04
1772240400,2,103.27,0.0,0.25,65.83,0.28,8.22,15.35,0.04
1772244000,2,103.51,0.0,0.25,65.92,0.29,8.38,15.0,0.05
1772247600,2,103.57,0.0,0.27,66.1,0.3,8.55,14.77,0.06
1772251200,2,102.69,0.01,0.27,66.35,0.36,8.51,14.16,0.07
1772254800,2,104.2,0.02,0.28,67.91,0.48,8.58,13.64,0.09
1772258400,2,108.18,0.03,0.31,69.77,0.63,8.91,13.38,0.1
1772262000,2,113.56,0.03,0.37,70.98,0.75,9.56,13.7,0.1
1772265600,2,119.0,0.03,0.45,71.84,0.81,10.32,14.3,0.09
1772269200,2,123.1,0.02,0.54,72.93,0.83,10.89,14.64,0.08
1772272800,2,124.16,0.03,0.53,74.4,0.73,11.22,15.0,0.07
1772276400,2,121.74,0.04,0.48,74.54,0.66,11.27,15.44,0.06
1772280000,2,118.54,0.03,0.45,74.91,0.55,11.01,15.75,0.05
1772283600,2,115.08,0.01,0.4,76.0,0.41,10.37,15.59,0.05
1772287200,2,114.16,0.0,0.35,76.48,0.35,10.02,15.41,0.05
1772290800,2,114.82,0.0,0.33,77.34,0.34,9.92,15.28,0.06
1772294400,2,118.17,0.0,0.32,79.31,0.4,10.02,15.04,0.08
1772298000,2,124.57,0.0,0.36,82.16,0.52,10.62,15.2,0.11
1772301600,2,133.06,0.0,0.45,84.94,0.7,11.72,16.07,0.14
1772305200,2,141.27,0.0,0.54,87.33,0.86,12.94,17.26,0.15
1772308800,2,149.11,0.0,0.62,88.96,1.02,14.2,18.6,0.16
1772312400,2,158.34,0.0,0.7,90.73,1.18,15.69,20.26,0.16
1772316000,2,166.39,0.0,0.74,92.0,1.29,16.95,21.73,0.15
1772319600,2,172.55,0.0,0.75,92.55,1.36,17.92,22.99,0.14
1772323200,2,177.5,0.0,0.76,92.8,1.41,18.69,24.08,0.13
1772413200,2,125.11,0.0,0.45,67.32,0.58,12.19,17.0,0.0
1772416800,2,124.32,0.0,0.47,67.22,0.56,12.05,17.07,0.0
1772420400,2,124.06,0.03,0.46,67.65,0.55,11.87,17.02,0.0
1772424000,2,128.66,0.03,0.34,70.98,0.51,12.19,16.93,0.0
1772427600,2,138.29,0.02,0.29,76.53,0.52,13.19,17.28,0.0
1772431200,2,143.16,0.01,0.3,79.97,0.54,13.54,17.22,0.0
1772434800,2,144.1,0.01,0.32,81.11,0.53,13.16,16.56,0.0
1772438400,2,141.29,0.01,0.32,80.11,0.5,12.32,15.55,0.0
1772442000,2,138.49,0.01,0.31,79.33,0.47,11.66,14.69,0.0
1772445600,2,136.75,0.03,0.25,77.74,0.42,11.52,14.56,0.0
1772449200,2,135.38,0.03,0.26,75.26,0.38,11.59,14.83,0.0
1772452800,2,135.59,0.03,0.31,73.61,0.37,11.71,15.14,0.0
1772456400,2,136.95,0.01,0.4,73.07,0.37,11.82,15.44,0.0
1772460000,2,138.07,0.0,0.43,72.21,0.36,11.79,15.42,0.0
1772463600,2,138.66,0.0,0.41,72.09,0.34,11.62,15.14,0.0
1772467200,2,137.87,0.0,0.36,72.73,0.31,11.28,14.53,0.0
1772470800,2,136.55,0.0,0.34,72.18,0.31,10.94,14.14,0.0
1772474400,2,134.89,0.0,0.34,71.55,0.32,10.61,13.81,0.0
1772478000,2,133.19,0.0,0.34,70.9,0.34,10.28,13.47,0.0
1772481600,2,131.63,0.0,0.33,70.54,0.35,9.9,13.1,0.0
1772485200,2,129.55,0.0,0.3,70.32,0.35,9.45,12.65,0.0
1772488800,2,126.95,0.0,0.28,69.29,0.35,8.9,12.1,0.0
1772492400,2,123.48,0.0,0.3,67.73,0.41,8.38,11.66,0.0
1772496000,2,120.89,0.0,0.33,66.85,0.48,8.03,11.38,0.0
1772499600,2,118.64,0.0,0.38,65.68,0.95,7.71,11.07,0.0
1772503200,2,116.46,0.0,0.46,64.0,1.53,7.42,10.72,0.0
1772506800,2,114.79,0.02,0.52,63.22,1.93,7.24,10.42,0.0
1772510400,2,112.14,0.05,0.47,62.82,1.75,7.22,10.38,0.0
1772514000,2,110.9,0.05,0.37,63.55,1.32,7.47,10.74,0.0
1772517600,2,110.29,0.04,0.27,64.96,1.01,7.8,11.15,0.0
1772521200,2,110.64,0.02,0.17,66.59,0.69,8.16,11.4,0.0
1772524800,2,110.81,0.02,0.14,65.81,0.54,8.48,11.79,0.0
1772528400,2,110.55,0.02,0.13,64.57,0.47,8.69,12.08,0.0
1772532000,2,110.85,0.02,0.13,63.74,0.44,8.76,12.2,0.0
1772535600,2,110.06,0.01,0.16,63.17,0.43,8.71,12.22,0.0
1772539200,2,109.79,0.01,0.2,62.74,0.43,8.66,12.29,0.0
1772542800,2,110.38,0.0,0.26,62.2,0.43,8.71,12.74,0.0
1772546400,2,111.31,0.0,0.3,61.25,0.44,8.67,12.99,0.0
1772550000,2,112.23,0.0,0.32,61.05,0.44,8.47,12.68,0.0
1772553600,2,113.12,0.0,0.34,61.08,0.55,8.15,11.93,0.0
1772557200,2,114.34,0.0,0.38,61.04,0.61,7.96,11.4,0.0
1772560800,2,115.2,0.0,0.41,61.67,0.62,7.89,11.09,0.0
1772564400,2,114.59,0.0,0.34,62.7,0.53,7.79,10.71,0.0
1772568000,2,114.35,0.0,0.32,62.62,0.48,7.83,10.73,0.0
1772571600,2,113.76,0.0,0.3,62.24,0.44,7.96,10.93,0.0
1772575200,2,113.85,0.0,0.29,62.19,0.42,8.2,11.26,0.0
1772578800,2,114.17,0.0,0.27,62.32,0.41,8.46,11.58,0.0
1772582400,2,114.05,0.0,0.27,62.53,0.42,8.67,11.82,0.0
1772672400,2,141.85,0.0,0.57,75.48,0.79,15.97,18.99,0.0
1772676000,2,141.76,0.0,0.59,74.17,0.75,15.86,18.93,0.0
1772679600,2,141.49,0.03,0.54,73.84,0.67,15.65,18.81,0.0
1772683200,2,144.15,0.03,0.26,77.99,0.53,16.42,19.56,0.0
1772686800,2,149.2,0.03,0.2,81.81,0.56,17.76,21.04,0.0
1772690400,2,151.79,0.03,0.18,83.22,0.59,18.7,22.17,0.0
1772694000,2,152.38,0.03,0.17,82.7,0.6,19.45,23.14,0.0
1772697600,2,152.54,0.02,0.17,81.93,0.61,20.2,24.14,0.0
1772701200,2,152.53,0.02,0.17,81.07,0.64,21.04,25.28,0.0
1772704800,2,152.37,0.03,0.18,80.61,0.65,21.58,26.17,0.0
1772708400,2,150.5,0.03,0.2,78.82,0.61,21.43,26.37,0.0
1772712000,2,148.97,0.02,0.24,77.41,0.57,21.29,26.63,0.0
1772715600,2,148.94,0.01,0.31,76.57,0.55,21.45,27.22,0.0
1772719200,2,148.3,0.0,0.33,75.62,0.54,21.67,27.83,0.0
1772722800,2,148.18,0.0,0.33,74.83,0.54,21.98,28.56,0.0
1772726400,2,147.55,0.0,0.35,74.19,0.56,22.36,29.34,0.0
1772730000,2,147.81,0.0,0.38,74.31,0.59,22.82,30.12,0.0
1772733600,2,147.9,0.0,0.41,74.5,0.63,23.26,30.77,0.0
1772737200,2,147.95,0.0,0.43,74.98,0.69,23.68,31.23,0.0
1772740800,2,148.84,0.0,0.45,76.26,0.8,24.28,31.79,0.0
1772744400,2,149.91,0.0,0.47,77.25,0.89,24.72,32.15,0.0
1772748000,3,150.81,0.0,0.49,77.34,0.92,25.08,32.5,0.0
1772751600,3,151.38,0.0,0.48,76.53,0.87,25.41,32.93,0.0
1772755200,3,151.78,0.0,0.46,76.78,0.79,25.66,33.29,0.0
1772758800,3,152.59,0.0,0.32,79.32,0.69,25.8,33.74,0.0
1772762400,3,153.29,0.0,0.3,80.08,0.65,25.85,33.8,0.0
1772766000,3,154.17,0.01,0.31,80.71,0.64,25.8,33.58,0.0
1772769600,3,154.1,0.02,0.27,81.22,0.66,25.51,33.01,0.0
1772773200,3,154.5,0.02,0.21,81.39,0.66,25.35,32.57,0.0
1772776800,3,154.9,0.02,0.18,81.11,0.67,25.19,32.11,0.0
1772780400,3,154.59,0.02,0.17,80.29,0.63,25.08,31.85,0.0
1772784000,3,154.11,0.02,0.15,78.93,0.57,25.01,31.8,0.0
1772787600,2,153.28,0.02,0.15,77.57,0.53,24.95,31.85,0.0
1772791200,3,153.62,0.02,0.16,76.65,0.51,25.21,32.39,0.0
1772794800,3,152.32,0.02,0.19,75.94,0.5,25.45,32.97,0.0
1772798400,3,151.02,0.02,0.23,75.15,0.49,25.72,33.68,0.0
1772802000,3,150.49,0.0,0.27,74.69,0.47,25.73,33.95,0.0
1772805600,3,150.53,0.0,0.28,74.34,0.46,25.69,34.11,0.0
1772809200,3,149.17,0.0,0.28,73.46,0.46,25.71,34.44,0.0
1772812800,3,147.27,0.0,0.3,71.75,0.45,25.68,34.88,0.0
1772816400,3,146.22,0.0,0.34,70.4,0.46,25.79,35.56,0.0
1772820000,3,145.52,0.0,0.36,69.35,0.47,25.96,36.15,0.0
1772823600,3,144.98,0.0,0.38,68.82,0.6,25.85,35.67,0.0
1772827200,3,145.31,0.0,0.41,68.37,0.74,25.64,34.72,0.0
1772830800,3,146.33,0.0,0.45,68.53,0.86,25.5,33.87,0.0
1772834400,3,145.57,0.0,0.48,68.43,0.9,25.35,33.23,0.0
1772838000,3,145.66,0.0,0.5,68.16,0.91,25.44,32.96,0.0
1772841600,3,145.74,0.0,0.49,68.19,0.88,25.41,32.5,0.0
1772845200,3,146.06,0.0,0.45,69.16,0.78,25.34,31.79,0.0
1772848800,3,147.13,0.0,0.47,69.17,0.75,25.3,31.19,0.0
1772852400,3,148.56,0.02,0.47,70.23,0.74,25.42,30.74,0.0
1772856000,3,151.24,0.04,0.39,72.13,0.71,25.66,30.54,0.0
