dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1768485600,3,249.67,0.0,0.69,103.7,1.42,32.62,37.18,0.0
1768489200,3,251.95,0.0,0.65,102.72,1.35,32.96,37.64,0.0
1768492800,3,251.91,0.0,0.56,103.45,1.3,33.1,37.83,0.0
1768496400,3,252.71,0.0,0.52,103.34,1.26,33.49,38.53,0.0
1768500000,3,254.21,0.0,0.51,103.38,1.24,34.07,39.56,0.0
1768503600,3,255.51,0.0,0.49,103.41,1.22,34.78,40.71,0.0
1768507200,3,256.1,0.0,0.47,103.66,1.2,35.24,41.43,0.0
1768510800,3,256.16,0.0,0.44,103.76,1.17,35.23,41.5,0.0
1768514400,3,257.15,0.0,0.49,103.73,1.31,35.24,41.46,0.0
1768518000,3,261.88,0.0,0.64,102.51,1.64,36.56,42.87,0.0
1768521600,3,270.14,0.0,0.86,100.76,2.16,40.09,46.76,0.0
1768525200,3,278.07,0.0,1.03,99.63,2.77,45.56,52.61,0.0
1768528800,4,284.09,0.0,1.16,100.15,3.22,51.5,59.07,0.0
1768532400,4,286.76,0.03,1.41,102.34,3.48,56.49,64.77,0.0
1768536000,4,289.27,0.09,1.61,105.08,3.74,60.99,70.27,0.0
1768539600,4,295.31,0.12,1.8,108.43,4.01,65.44,75.71,0.0
1768543200,4,298.88,0.1,1.77,112.53,4.15,68.35,78.99,0.0
1768546800,4,300.23,0.09,1.6,116.14,4.13,69.7,80.2,0.0
1768550400,4,299.87,0.07,1.43,118.94,4.0,70.49,80.65,0.0
1768554000,4,298.99,0.07,1.33,121.06,3.87,70.6,80.13,0.0
1768557600,4,297.7,0.06,1.28,122.77,3.66,70.4,79.34,0.0
1768561200,4,294.42,0.06,1.25,123.32,3.34,69.65,78.09,0.0
1768564800,4,289.04,0.04,1.25,124.02,3.0,68.36,76.34,0.0
1768568400,4,284.84,0.01,1.24,124.48,2.62,66.7,74.26,0.0
1768572000,4,283.56,0.0,1.11,122.88,2.44,66.59,74.16,0.0
1768575600,4,282.64,0.0,0.97,121.58,2.34,67.06,74.92,0.0
1768579200,4,279.55,0.0,0.85,120.71,2.25,67.1,75.16,0.0
1768582800,4,276.76,0.0,0.76,120.42,2.12,66.53,74.47,0.0
1768586400,4,273.97,0.0,0.69,119.97,1.99,65.52,73.29,0.0
1768590000,4,270.15,0.0,0.64,118.49,1.84,64.14,71.85,0.0
1768593600,4,267.93,0.0,0.61,116.26,1.69,62.82,70.53,0.0
1768597200,4,266.42,0.0,0.61,114.56,1.64,62.0,69.68,0.0
1768600800,4,268.97,0.0,0.67,113.09,1.81,61.3,68.89,0.0
1768604400,4,272.09,0.0,0.71,112.91,2.08,59.95,67.34,0.0
1768608000,4,275.74,0.0,0.72,114.77,2.4,58.14,65.06,0.0
1768611600,4,278.21,0.0,0.7,117.19,2.74,56.0,62.27,0.0
1768615200,4,281.62,0.0,0.75,117.97,2.92,55.24,61.39,0.0
1768618800,4,285.39,0.01,0.89,118.29,3.03,55.29,61.37,0.0
1768622400,4,291.43,0.04,0.93,119.89,3.04,55.84,61.02,0.0
1768626000,4,294.77,0.05,0.88,122.23,2.99,56.9,61.62,0.0
1768629600,4,295.98,0.05,0.74,124.88,2.87,58.18,62.53,0.0
1768633200,4,293.91,0.04,0.58,127.02,2.49,58.09,62.21,0.0
1768636800,4,290.68,0.04,0.49,127.6,2.26,57.52,61.58,0.0
1768640400,4,288.87,0.04,0.47,128.93,2.24,58.26,62.38,0.0
1768644000,4,287.11,0.04,0.5,130.59,2.32,59.77,64.07,0.0
1768647600,4,285.41,0.04,0.59,131.5,2.45,61.21,65.74,0.0
1768651200,4,285.11,0.02,0.72,131.22,2.57,62.49,67.22,0.0
1768654800,4,287.79,0.0,0.79,131.01,2.66,63.74,68.73,0.0
1768658400,4,290.29,0.0,0.72,130.13,2.62,64.51,69.85,0.0
1768662000,4,293.15,0.0,0.65,128.79,2.52,65.01,70.78,0.0
1768665600,4,294.63,0.0,0.6,127.55,2.42,65.24,71.35,0.0
1768669200,4,295.1,0.0,0.57,126.62,2.31,65.03,71.13,0.0
1768672800,4,294.86,0.0,0.55,125.32,2.19,64.26,70.14,0.0
1768676400,4,293.2,0.0,0.51,123.55,2.05,62.06,67.5,0.0
1768680000,4,290.12,0.0,0.47,122.68,1.93,59.12,64.04,0.0
1768683600,4,288.09,0.0,0.44,123.39,1.85,56.8,61.28,0.0
1768687200,4,287.6,0.0,0.42,125.37,1.87,54.51,58.42,0.0
1768690800,4,287.96,0.0,0.4,127.49,1.82,52.34,55.76,0.0
1768694400,4,287.61,0.0,0.4,128.71,1.72,50.38,53.53,0.0
1768698000,3,285.23,0.0,0.39,128.59,1.59,48.89,52.02,0.0
1768701600,3,283.99,0.0,0.42,128.21,1.52,47.85,51.01,0.0
1768705200,3,282.4,0.01,0.49,127.67,1.45,46.94,50.19,0.0
1768708800,3,281.22,0.02,0.51,127.47,1.4,46.32,49.69,0.0
1768712400,3,279.4,0.03,0.44,126.99,1.32,45.7,49.17,0.0
1768716000,3,277.41,0.03,0.36,126.82,1.24,45.04,48.61,0.0
1768719600,3,275.12,0.03,0.31,125.38,1.13,44.35,48.06,0.0
1768723200,3,272.02,0.03,0.28,122.99,1.03,43.63,47.49,0.0
1768726800,3,269.62,0.03,0.28,120.6,0.94,42.94,46.92,0.0
1768730400,3,268.56,0.03,0.3,119.01,0.87,42.23,46.38,0.0
1768734000,3,267.23,0.02,0.34,117.91,0.81,41.38,45.72,0.0
1768737600,3,265.91,0.01,0.41,117.27,0.77,40.5,45.02,0.0
1768741200,3,265.63,0.0,0.47,117.0,0.75,39.78,44.48,0.0
1768744800,3,264.8,0.0,0.46,116.65,0.74,39.13,44.03,0.0
1768748400,3,265.74,0.0,0.44,116.6,0.72,38.47,43.47,0.0
1768752000,3,265.03,0.0,0.43,116.22,0.71,37.75,42.81,0.0
1768755600,3,264.78,0.0,0.43,115.96,0.71,37.16,42.39,0.0
1768759200,3,263.65,0.0,0.43,115.56,0.71,36.22,41.68,0.0
1768762800,3,262.09,0.0,0.43,114.51,0.7,34.83,40.39,0.0
1768766400,3,260.98,0.0,0.41,113.43,0.67,33.41,38.8,0.0
1768770000,3,260.4,0.0,0.4,112.65,0.65,32.36,37.53,0.0
1768773600,3,263.04,0.0,0.36,113.79,0.67,32.74,37.4,0.0
1768777200,3,265.56,0.0,0.34,115.47,0.72,34.0,38.22,0.0
1768780800,3,266.51,0.0,0.33,116.26,0.75,34.51,38.58,0.0
1768784400,3,264.54,0.0,0.35,114.59,0.73,34.46,38.57,0.0
1768788000,3,264.45,0.0,0.4,113.11,0.75,34.46,38.68,0.0
1768791600,3,264.7,0.01,0.48,112.3,0.79,34.63,38.87,0.0
1768795200,3,264.04,0.02,0.46,111.87,0.8,34.82,38.95,0.0
1768798800,3,264.23,0.03,0.37,111.65,0.77,35.22,39.25,0.0
1768802400,3,264.42,0.03,0.28,111.88,0.73,35.63,39.52,0.0
1768806000,3,265.88,0.02,0.19,114.02,0.68,36.95,40.45,0.0
1768809600,3,265.97,0.02,0.18,114.06,0.67,37.99,41.31,0.0
1768813200,3,264.99,0.02,0.19,113.8,0.68,38.84,42.08,0.0
1768816800,3,265.91,0.02,0.22,114.86,0.69,40.07,43.31,0.0
1768820400,3,265.53,0.02,0.26,115.83,0.69,41.23,44.5,0.0
1768824000,3,264.98,0.01,0.32,116.95,0.69,42.26,45.58,0.0
1768827600,3,264.93,0.0,0.39,118.06,0.68,43.03,46.42,0.0
1768831200,3,265.38,0.0,0.4,117.95,0.67,43.58,47.07,0.0
1768834800,3,265.3,0.0,0.38,117.85,0.65,43.81,47.46,0.0
1768838400,3,264.83,0.0,0.36,117.65,0.64,43.6,47.43,0.0
1768842000,3,264.5,0.0,0.34,117.5,0.62,43.09,47.07,0.0
1768845600,3,264.35,0.0,0.32,118.04,0.6,42.46,46.58,0.0
1768849200,3,265.06,0.0,0.33,117.29,0.61,42.15,46.51,0.0
1768852800,3,265.23,0.0,0.36,117.21,0.65,42.45,47.09,0.0
1768856400,3,264.87,0.0,0.38,117.81,0.68,43.04,47.82,0.0
1768860000,3,263.4,0.0,0.38,118.54,0.7,43.15,47.88,0.0
1768863600,3,261.15,0.0,0.38,119.24,0.71,42.58,47.13,0.0
1768867200,3,260.49,0.0,0.37,118.89,0.74,42.02,46.34,0.0
1768870800,3,262.48,0.0,0.32,120.05,0.75,41.03,44.8,0.0
1768874400,3,262.54,0.0,0.36,119.55,0.82,39.68,43.1,0.0
1768878000,3,259.05,0.0,0.45,118.6,0.85,38.37,41.57,0.0
1768881600,3,254.47,0.01,0.5,116.63,0.87,36.77,40.0,0.0
1768885200,3,252.16,0.03,0.5,115.18,0.92,34.93,38.17,0.0
1768888800,3,251.8,0.04,0.43,114.95,0.94,33.59,36.72,0.0
1768892400,3,250.64,0.04,0.35,115.27,0.92,33.05,36.27,0.0
1768896000,3,248.68,0.04,0.34,114.95,0.9,33.48,37.0,0.0
1768899600,3,246.91,0.04,0.35,114.48,0.92,34.23,38.08,0.0
1768903200,3,241.89,0.04,0.39,113.07,0.91,34.23,38.56,0.0
1768906800,3,232.23,0.04,0.45,109.9,0.89,32.99,37.93,0.0
1768910400,3,221.01,0.03,0.52,106.36,0.91,30.86,36.25,0.0
1768914000,3,211.4,0.0,0.6,103.82,0.94,28.68,34.41,0.0
1768917600,3,202.35,0.0,0.54,100.33,0.87,26.52,32.43,0.0
1768921200,2,194.5,0.0,0.47,98.34,0.76,24.41,30.39,0.0
1768924800,2,188.52,0.0,0.41,97.0,0.66,22.83,28.88,0.0
1768928400,2,185.3,0.0,0.41,95.03,0.6,22.19,28.62,0.0
1768932000,2,183.32,0.0,0.42,93.81,0.59,21.94,28.55,0.0
1768935600,2,183.57,0.0,0.43,93.41,0.63,21.96,28.49,0.0
1768939200,2,186.6,0.0,0.46,93.3,0.69,22.28,28.58,0.0
1768942800,2,191.58,0.0,0.47,94.78,0.75,22.96,28.84,0.0
1768946400,2,195.7,0.0,0.36,98.23,0.67,23.58,28.68,0.0
1768950000,2,199.99,0.0,0.32,99.77,0.62,24.1,28.55,0.0
1768953600,3,204.11,0.0,0.32,100.62,0.6,24.5,28.43,0.0
1768957200,3,208.25,0.0,0.33,100.65,0.58,24.93,28.47,0.0
1768960800,3,212.76,0.0,0.36,100.77,0.58,25.5,28.74,0.0
1768964400,3,217.99,0.01,0.44,101.34,0.65,26.32,29.33,0.0
1768968000,3,226.32,0.02,0.5,102.78,0.86,28.54,31.4,0.0
1768971600,3,236.67,0.04,0.57,105.08,1.21,32.63,35.57,0.0
1768975200,3,247.37,0.06,0.57,108.98,1.63,38.09,41.39,0.0
1768978800,3,253.97,0.05,0.5,114.01,1.94,43.83,47.52,0.0
1768982400,3,258.62,0.05,0.49,116.82,2.12,49.08,53.05,0.0
1768986000,4,262.53,0.06,0.53,119.93,2.28,53.99,58.16,0.0
1768989600,4,265.37,0.06,0.57,122.79,2.3,56.83,61.13,0.0
1768993200,4,259.9,0.05,0.6,121.95,2.06,55.69,60.02,0.0
1768996800,4,247.58,0.03,0.62,118.17,1.68,50.96,55.38,0.0
1769000400,3,230.99,0.0,0.57,112.49,1.24,43.9,48.57,0.0
1769004000,3,215.03,0.0,0.46,106.86,0.91,37.6,42.78,0.0
1769007600,3,198.71,0.0,0.36,101.53,0.66,31.63,37.5,0.0
1769011200,3,185.9,0.0,0.31,97.4,0.51,27.21,33.77,0.0
1769014800,2,177.3,0.0,0.29,95.0,0.45,24.74,31.74,0.0
1769018400,2,172.57,0.0,0.29,93.36,0.43,23.46,30.8,0.0
1769022000,2,171.02,0.0,0.3,92.92,0.45,23.1,30.58,0.0
1769025600,2,172.81,0.0,0.31,93.77,0.53,23.87,31.21,0.0
1769029200,3,178.13,0.0,0.32,95.97,0.63,25.88,32.8,0.0
1769032800,3,190.98,0.0,0.32,100.9,0.81,29.95,36.14,0.0
1769036400,3,203.83,0.0,0.36,105.0,1.07,33.75,39.44,0.0
1769040000,3,215.66,0.0,0.41,107.74,1.44,36.78,42.15,0.0
1769043600,3,227.0,0.0,0.48,109.05,1.92,39.61,44.7,0.0
1769047200,3,235.71,0.0,0.57,109.75,2.33,41.64,46.66,0.0
1769050800,3,239.28,0.01,0.7,109.84,2.56,42.2,47.21,0.0
1769054400,3,239.11,0.03,0.78,109.84,2.69,42.04,47.1,0.0
1769058000,3,235.91,0.05,0.75,110.21,2.69,41.51,46.71,0.0
1769061600,3,231.29,0.05,0.59,111.8,2.53,40.88,46.25,0.0
1769065200,3,224.96,0.04,0.43,112.19,2.26,40.12,45.71,0.0
1769068800,3,218.71,0.04,0.35,111.24,1.92,39.02,44.71,0.0
1769072400,3,212.83,0.03,0.3,108.77,1.58,37.42,43.02,0.0
1769076000,3,206.47,0.03,0.28,105.43,1.21,35.21,40.7,0.0
1769079600,3,198.92,0.02,0.28,101.58,0.89,32.46,37.84,0.0
1769083200,3,192.27,0.01,0.3,98.18,0.67,29.98,35.31,0.0
1769086800,3,187.45,0.0,0.33,95.51,0.55,28.05,33.46,0.0
1769090400,3,183.24,0.0,0.32,93.48,0.47,26.53,32.1,0.0
1769094000,3,179.37,0.0,0.31,92.13,0.45,25.43,31.23,0.0
1769097600,2,176.25,0.0,0.31,91.32,0.44,24.55,30.57,0.0
1769101200,2,174.03,0.0,0.32,90.83,0.44,23.72,29.72,0.0
1769104800,2,172.34,0.0,0.33,90.72,0.45,22.99,28.89,0.0
1769108400,2,171.97,0.0,0.36,90.2,0.51,22.42,28.24,0.0
1769112000,2,173.26,0.0,0.39,89.94,0.7,22.04,27.62,0.0
1769115600,2,175.27,0.0,0.42,91.05,0.89,21.93,27.13,0.0
1769119200,2,177.39,0.0,0.45,91.97,1.06,21.91,26.77,0.0
1769122800,2,179.62,0.0,0.49,92.18,1.18,21.98,26.58,0.0
1769126400,2,182.03,0.0,0.5,93.6,1.27,21.87,26.16,0.0
1769130000,2,184.53,0.0,0.44,96.65,1.14,21.75,25.69,0.0
1769133600,2,186.58,0.0,0.46,97.37,1.03,21.64,25.58,0.0
1769137200,2,187.21,0.01,0.52,97.4,0.95,21.35,25.21,0.0
1769140800,2,190.39,0.03,0.56,98.46,1.01,21.38,25.09,0.0
1769144400,2,196.83,0.05,0.65,99.78,1.29,22.21,25.94,0.0
1769148000,3,202.92,0.06,0.63,102.7,1.61,23.69,27.54,0.0
1769151600,3,205.13,0.05,0.53,105.31,1.76,25.2,29.15,0.0
1769155200,3,205.23,0.05,0.46,106.7,1.75,26.29,30.29,0.0
1769158800,3,203.03,0.05,0.43,107.56,1.65,26.79,30.88,0.0
1769162400,3,198.08,0.05,0.41,107.08,1.45,26.08,30.34,0.0
1769166000,3,188.62,0.04,0.41,103.24,1.14,23.79,28.1,0.0
1769169600,2,178.45,0.02,0.41,98.04,0.81,20.94,25.11,0.0
1769173200,2,172.23,0.0,0.34,93.25,0.49,18.29,21.98,0.0
1769176800,2,168.53,0.0,0.31,90.6,0.39,17.17,20.99,0.0
1769180400,2,166.41,0.0,0.3,89.17,0.36,16.78,20.93,0.0
1769184000,2,166.25,0.0,0.3,88.64,0.36,16.78,21.2,0.0
1769187600,2,166.45,0.0,0.3,88.51,0.36,16.79,21.08,0.0
1769191200,2,166.65,0.0,0.3,88.45,0.35,16.73,20.83,0.0
1769194800,2,166.84,0.0,0.31,88.3,0.47,16.48,20.25,0.0
1769198400,2,166.66,0.0,0.31,88.15,0.52,16.21,19.7,0.0
1769202000,2,166.65,0.0,0.31,88.14,0.52,16.0,19.33,0.0
1769205600,2,167.37,0.0,0.29,88.68,0.45,15.95,19.23,0.0
1769209200,2,169.71,0.0,0.28,90.52,0.43,16.02,19.25,0.0
1769212800,2,173.46,0.0,0.28,93.34,0.47,16.07,19.27,0.0
1769216400,2,177.24,0.0,0.29,96.33,0.54,16.15,19.3,0.0
1769220000,2,179.62,0.0,0.32,98.35,0.59,16.71,19.87,0.0
1769223600,2,182.01,0.01,0.37,99.84,0.63,17.8,20.98,0.0
1769227200,3,184.33,0.03,0.34,102.04,0.67,19.42,22.59,0.0
1769230800,3,187.45,0.02,0.29,104.59,0.69,21.31,24.47,0.0
1769234400,3,189.86,0.02,0.25,106.45,0.7,23.23,26.41,0.0
1769238000,3,192.03,0.03,0.2,106.98,0.67,25.23,28.47,0.0
1769241600,3,193.93,0.03,0.2,107.09,0.66,27.21,30.56,0.0
1769245200,3,196.54,0.03,0.22,107.72,0.72,29.41,33.01,0.0
1769248800,3,200.75,0.03,0.28,108.67,0.83,32.02,36.25,0.0
1769252400,3,205.85,0.04,0.38,109.48,0.97,34.87,40.08,0.0
1769256000,3,212.0,0.03,0.53,111.35,1.2,37.93,44.22,0.0
1769259600,3,219.34,0.0,0.71,113.89,1.47,41.2,48.65,0.0
1769263200,3,225.78,0.0,0.72,115.38,1.63,44.4,52.86,0.0
1769266800,3,230.11,0.0,0.67,116.87,1.74,47.21,56.27,0.0
1769270400,3,230.55,0.0,0.57,119.93,1.85,48.95,57.75,0.0
1769274000,4,230.09,0.0,0.52,121.02,1.87,50.17,59.18,0.0
1769277600,4,228.57,0.0,0.49,121.58,1.87,50.99,60.2,0.0
1769281200,4,225.73,0.0,0.46,121.72,1.85,50.96,60.03,0.0
1769284800,4,223.16,0.0,0.43,121.74,1.84,50.11,58.68,0.0
1769288400,3,221.82,0.0,0.41,122.28,1.83,48.87,56.87,0.0
1769292000,3,221.62,0.0,0.43,121.82,1.73,47.16,54.6,0.0
1769295600,3,222.21,0.0,0.46,119.89,1.61,45.14,52.2,0.0
1769299200,3,222.62,0.0,0.46,119.32,1.54,43.45,50.24,0.0
1769302800,3,223.85,0.0,0.47,118.75,1.5,42.48,48.98,0.0
1769306400,3,225.54,0.0,0.51,117.11,1.49,42.23,48.52,0.0
1769310000,3,226.53,0.01,0.62,116.83,1.53,42.35,48.28,0.0
1769313600,3,225.65,0.02,0.57,118.76,1.52,42.98,48.46,0.0
1769317200,3,225.92,0.03,0.45,119.83,1.48,43.94,49.38,0.0
1769320800,3,226.01,0.03,0.32,120.3,1.39,44.25,49.65,0.0
1769324400,3,228.0,0.02,0.24,121.96,1.26,44.75,49.98,0.0
1769328000,3,228.36,0.02,0.22,120.1,1.14,45.03,50.1,0.0
1769331600,3,227.12,0.02,0.21,117.95,1.02,44.1,49.03,0.0
1769335200,3,228.09,0.02,0.23,116.84,0.9,42.15,46.81,0.0
1769338800,3,228.63,0.02,0.27,115.7,0.8,39.81,44.23,0.0
1769342400,3,229.34,0.02,0.34,114.63,0.73,37.77,42.0,0.0
1769346000,3,231.22,0.0,0.43,113.93,0.7,36.41,40.52,0.0
1769349600,3,233.4,0.0,0.43,112.91,0.68,35.58,39.57,0.0
1769353200,3,236.1,0.0,0.42,111.88,0.67,35.09,38.95,0.0
1769356800,3,238.27,0.0,0.4,111.08,0.67,34.79,38.54,0.0
1769360400,3,239.2,0.0,0.39,110.58,0.66,34.58,38.26,0.0
1769364000,3,238.55,0.0,0.36,110.08,0.63,34.45,38.14,0.0
1769367600,3,236.23,0.0,0.35,108.78,0.6,34.58,38.37,0.0
1769371200,3,233.81,0.0,0.35,107.76,0.63,34.87,38.67,0.0
1769374800,3,232.1,0.0,0.35,107.86,0.71,35.15,38.87,0.0
1769378400,3,230.93,0.0,0.36,107.97,0.84,34.92,38.41,0.0
1769382000,3,231.9,0.0,0.38,107.11,0.91,34.19,37.35,0.0
1769385600,3,233.58,0.0,0.4,106.02,0.9,32.94,35.73,0.0
1769389200,3,234.95,0.0,0.41,103.73,0.8,31.33,33.92,0.0
1769392800,3,235.64,0.0,0.46,100.84,0.77,29.94,32.54,0.0
1769396400,3,235.63,0.0,0.55,99.01,0.78,28.87,31.4,0.0
1769400000,3,235.87,0.01,0.61,97.45,0.8,27.53,29.91,0.0
1769403600,3,236.91,0.02,0.64,95.39,0.83,26.12,28.41,0.0
1769407200,3,238.11,0.03,0.57,94.48,0.83,25.0,27.23,0.0
1769410800,2,238.59,0.03,0.43,96.43,0.78,24.73,26.83,0.0
1769414400,3,238.17,0.02,0.39,97.09,0.69,25.3,27.42,0.0
1769418000,3,237.4,0.02,0.37,97.37,0.61,26.23,28.43,0.0
1769421600,3,238.47,0.02,0.35,97.53,0.54,27.82,30.21,0.0
1769425200,3,239.28,0.01,0.36,97.27,0.48,29.29,31.93,0.0
1769428800,3,240.26,0.01,0.39,96.94,0.44,30.2,33.04,0.0
1769432400,3,241.2,0.0,0.43,96.89,0.42,30.28,33.21,0.0
1769436000,3,241.91,0.0,0.43,96.05,0.39,29.66,32.5,0.0
1769439600,3,242.09,0.0,0.41,95.45,0.38,28.98,31.66,0.0
1769443200,3,242.41,0.0,0.4,95.5,0.45,27.82,30.22,0.0
1769446800,3,244.82,0.0,0.42,95.23,0.53,27.46,29.78,0.0
1769450400,3,247.77,0.0,0.45,94.88,0.6,27.42,29.72,0.0
1769454000,3,248.09,0.0,0.45,94.25,0.6,27.33,29.65,0.0
1769457600,3,249.67,0.0,0.44,94.41,0.6,27.3,29.68,0.0
1769461200,3,251.96,0.0,0.42,95.17,0.62,27.14,29.57,0.0
1769464800,3,256.95,0.0,0.44,96.25,0.67,26.21,28.61,0.0
1769468400,3,265.71,0.0,0.54,95.99,0.82,25.08,27.47,0.0
1769472000,3,276.4,0.0,0.65,95.89,1.03,25.03,27.58,0.0
1769475600,2,287.74,0.0,0.77,95.9,1.22,24.84,27.29,0.0
1769479200,2,295.31,0.0,0.86,94.96,1.28,24.27,26.42,0.0
1769482800,2,300.42,0.01,1.01,94.33,1.3,24.2,26.16,0.0
1769486400,2,305.52,0.03,1.14,93.92,1.34,24.52,26.45,0.0
1769490000,3,311.3,0.05,1.24,94.94,1.39,25.74,27.74,0.0
1769493600,3,317.45,0.07,1.24,97.64,1.4,27.53,29.64,0.0
1769497200,3,320.8,0.1,0.93,102.36,1.32,29.86,32.09,0.0
1769500800,3,321.0,0.07,0.75,106.74,1.2,32.01,34.3,0.0
1769504400,3,320.48,0.06,0.68,109.97,1.1,33.88,36.15,0.0
1769508000,3,317.64,0.07,0.6,112.79,0.95,35.29,37.52,0.0
1769511600,3,310.36,0.06,0.58,113.46,0.75,35.49,37.67,0.0
1769515200,3,302.39,0.04,0.62,112.24,0.59,34.89,37.02,0.0
1769518800,3,297.4,0.01,0.69,110.64,0.49,34.16,36.27,0.0
1769522400,3,293.29,0.0,0.62,108.19,0.43,33.38,35.45,0.0
1769526000,3,289.71,0.0,0.53,105.67,0.38,32.65,34.69,0.0
1769529600,3,286.79,0.0,0.49,103.66,0.34,31.61,33.59,0.0
1769533200,3,287.18,0.0,0.47,102.69,0.33,30.91,32.9,0.0
1769536800,3,288.46,0.0,0.47,102.33,0.35,30.89,33.04,0.0
1769540400,3,290.56,0.0,0.48,102.78,0.51,30.99,33.26,0.0
1769544000,3,292.77,0.0,0.48,103.58,0.6,31.1,33.47,0.0
1769547600,3,295.87,0.0,0.48,104.39,0.64,31.32,33.87,0.0
1769551200,3,299.24,0.0,0.49,105.13,0.69,31.71,34.44,0.0
1769554800,3,302.17,0.0,0.5,105.22,0.76,31.6,34.34,0.0
1769558400,3,305.12,0.0,0.5,105.16,0.8,31.33,33.8,0.0
1769648400,4,294.09,0.0,0.61,125.28,2.15,62.09,73.99,0.0
1769652000,4,296.06,0.0,0.75,125.37,2.61,63.32,75.68,0.0
1769655600,4,297.69,0.01,1.06,124.85,3.14,64.15,76.79,0.0
1769659200,4,294.69,0.05,1.33,123.72,3.65,64.82,78.26,0.0
1769662800,4,291.66,0.09,1.35,124.54,4.05,66.53,81.18,0.0
1769666400,4,288.98,0.09,1.05,128.24,4.14,68.74,84.08,0.0
1769670000,4,284.78,0.07,0.74,132.03,3.96,70.91,86.42,0.0
1769673600,4,279.07,0.06,0.6,133.04,3.63,71.95,87.14,0.0
1769677200,4,275.49,0.05,0.55,133.14,3.29,72.41,87.03,0.0
1769680800,4,274.52,0.05,0.54,132.86,2.95,72.52,86.66,0.0
1769684400,4,272.29,0.04,0.57,131.3,2.61,71.75,85.5,0.0
1769688000,4,271.81,0.02,0.64,129.74,2.33,70.37,83.72,0.0
1769691600,4,273.24,0.0,0.73,128.09,2.11,69.11,82.15,0.0
1769695200,4,274.12,0.0,0.7,126.36,1.93,68.25,81.13,0.0
1769698800,4,276.05,0.0,0.63,124.94,1.79,67.39,80.08,0.0
1769702400,4,276.9,0.0,0.58,123.35,1.66,66.16,78.55,0.0
1769706000,4,277.39,0.0,0.54,121.75,1.51,64.55,76.44,0.0
1769709600,4,276.82,0.0,0.49,120.3,1.37,62.78,74.22,0.0
1769713200,4,273.9,0.0,0.44,118.97,1.29,60.37,71.01,0.0
1769716800,4,270.38,0.0,0.4,117.99,1.23,58.21,68.01,0.0
1769720400,4,267.22,0.0,0.37,117.32,1.16,57.18,66.69,0.0
1769724000,4,264.56,0.0,0.35,117.16,1.17,56.36,65.5,0.0
1769727600,4,262.76,0.0,0.35,117.98,1.23,55.59,64.22,0.0
1769731200,4,261.84,0.0,0.36,118.58,1.33,55.0,63.27,0.0
1769734800,4,260.97,0.0,0.39,118.51,1.44,54.46,62.85,0.0
1769738400,4,260.86,0.0,0.44,119.15,1.6,53.76,62.3,0.0
1769742000,4,260.39,0.01,0.53,119.78,1.7,52.45,60.8,0.0
1769745600,4,259.64,0.03,0.54,120.52,1.83,51.59,59.94,0.0
1769749200,4,258.61,0.04,0.48,121.97,1.96,51.78,60.26,0.0
1769752800,4,257.58,0.04,0.41,123.26,2.05,52.33,60.86,0.0
1769756400,4,256.29,0.04,0.37,123.61,2.01,52.95,61.37,0.0
1769760000,4,254.4,0.04,0.35,122.86,1.89,53.52,61.83,0.0
1769763600,4,253.04,0.04,0.34,122.18,1.79,54.09,62.33,0.0
1769767200,4,252.28,0.03,0.35,121.24,1.64,53.99,62.03,0.0
1769770800,4,250.54,0.03,0.37,119.35,1.4,52.57,60.22,0.0
1769774400,4,249.67,0.02,0.41,117.39,1.16,50.72,57.93,0.0
1769778000,3,249.98,0.0,0.45,115.26,0.97,49.11,55.97,0.0
1769781600,3,249.88,0.0,0.41,112.96,0.78,47.29,53.92,0.0
1769785200,3,251.01,0.0,0.37,110.81,0.65,45.52,52.04,0.0
1769788800,3,251.43,0.0,0.36,109.11,0.58,44.05,50.53,0.0
1769792400,3,251.83,0.0,0.35,108.15,0.57,43.07,49.48,0.0
1769796000,3,251.54,0.0,0.35,107.35,0.57,42.32,48.7,0.0
1769799600,3,251.96,0.0,0.36,108.21,0.7,42.51,48.84,0.0
1769803200,3,252.57,0.0,0.37,110.58,0.9,43.1,49.33,0.0
1769806800,3,252.12,0.0,0.37,113.18,1.02,43.04,49.0,0.0
1769810400,3,252.63,0.0,0.35,116.73,1.12,43.33,49.01,0.0
1769814000,3,254.45,0.0,0.35,120.31,1.22,43.52,48.98,0.0
1769817600,3,255.22,0.0,0.35,122.84,1.28,42.97,48.22,0.0
1769821200,3,254.99,0.0,0.37,123.05,1.32,42.06,47.19,0.0
1769824800,3,254.46,0.0,0.42,122.6,1.42,41.41,46.54,0.0
1769828400,3,254.12,0.01,0.53,121.85,1.59,41.03,46.16,0.0
1769832000,3,252.76,0.03,0.6,121.34,1.84,41.28,46.5,0.0
1769835600,3,250.2,0.04,0.61,121.24,2.19,42.32,47.75,0.0
1769839200,3,246.58,0.05,0.55,122.65,2.62,43.97,49.61,0.0
1769842800,3,243.43,0.04,0.51,124.62,2.92,45.76,51.6,0.0
1769846400,3,241.46,0.04,0.52,125.48,3.03,47.23,53.17,0.0
1769850000,3,239.5,0.03,0.57,125.74,3.05,48.24,54.22,0.0
1769853600,3,239.96,0.05,0.53,126.21,2.87,48.6,54.48,0.0
